Fetched 0/1156 | 0.0% of days | 0.0% of MAX_TWEETS
Fetched 39/1156 | 3.4% of days | 3.9% of MAX_TWEETS
Fetched 39/1156 | 3.4% of days | 3.9% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 3.9% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 3.9% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 3.9% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 3.9% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 40/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 41/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 41/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 41/1156 | 3.5% of days | 4.0% of MAX_TWEETS
Fetched 41/1156 | 3.5% of days | 4.1% of MAX_TWEETS
Fetched 41/1156 | 3.5% of days | 4.1% of MAX_TWEETS
Fetched 41/1156 | 3.5% of days | 4.1% of MAX_TWEETS
Fetched 41/1156 | 3.5% of days | 4.1% of MAX_TWEETS
Fetched 41/1156 | 3.5% of days | 4.1% of MAX_TWEETS
Fetched 42/1156 | 3.6% of days | 4.1% of MAX_TWEETS
Fetched 42/1156 | 3.6% of days | 4.1% of MAX_TWEETS
Fetched 42/1156 | 3.6% of days | 4.1% of MAX_TWEETS
Fetched 42/1156 | 3.6% of days | 4.1% of MAX_TWEETS
Fetched 42/1156 | 3.6% of days | 4.1% of MAX_TWEETS
Fetched 43/1156 | 3.7% of days | 4.2% of MAX_TWEETS
Fetched 43/1156 | 3.7% of days | 4.2% of MAX_TWEETS
Fetched 43/1156 | 3.7% of days | 4.2% of MAX_TWEETS
Fetched 44/1156 | 3.8% of days | 4.2% of MAX_TWEETS
Fetched 44/1156 | 3.8% of days | 4.2% of MAX_TWEETS
Fetched 44/1156 | 3.8% of days | 4.2% of MAX_TWEETS
Fetched 45/1156 | 3.9% of days | 4.2% of MAX_TWEETS
Fetched 45/1156 | 3.9% of days | 4.2% of MAX_TWEETS
Fetched 45/1156 | 3.9% of days | 4.2% of MAX_TWEETS
Fetched 45/1156 | 3.9% of days | 4.2% of MAX_TWEETS
Fetched 45/1156 | 3.9% of days | 4.3% of MAX_TWEETS
Fetched 45/1156 | 3.9% of days | 4.3% of MAX_TWEETS
Fetched 46/1156 | 4.0% of days | 4.3% of MAX_TWEETS
Fetched 46/1156 | 4.0% of days | 4.3% of MAX_TWEETS
Fetched 46/1156 | 4.0% of days | 4.3% of MAX_TWEETS
Fetched 46/1156 | 4.0% of days | 4.3% of MAX_TWEETS
Fetched 47/1156 | 4.1% of days | 4.3% of MAX_TWEETS
Fetched 47/1156 | 4.1% of days | 4.3% of MAX_TWEETS
Fetched 47/1156 | 4.1% of days | 4.3% of MAX_TWEETS
Fetched 47/1156 | 4.1% of days | 4.3% of MAX_TWEETS
Fetched 48/1156 | 4.2% of days | 4.4% of MAX_TWEETS
Fetched 48/1156 | 4.2% of days | 4.4% of MAX_TWEETS
Fetched 48/1156 | 4.2% of days | 4.4% of MAX_TWEETS
Fetched 48/1156 | 4.2% of days | 4.4% of MAX_TWEETS
Fetched 48/1156 | 4.2% of days | 4.4% of MAX_TWEETS
Fetched 49/1156 | 4.2% of days | 4.4% of MAX_TWEETS
Fetched 49/1156 | 4.2% of days | 4.4% of MAX_TWEETS
Fetched 49/1156 | 4.2% of days | 4.4% of MAX_TWEETS
Fetched 50/1156 | 4.3% of days | 4.4% of MAX_TWEETS
Fetched 50/1156 | 4.3% of days | 4.4% of MAX_TWEETS
Fetched 51/1156 | 4.4% of days | 4.4% of MAX_TWEETS
Fetched 51/1156 | 4.4% of days | 4.5% of MAX_TWEETS
Fetched 51/1156 | 4.4% of days | 4.5% of MAX_TWEETS
Fetched 51/1156 | 4.4% of days | 4.5% of MAX_TWEETS
Fetched 52/1156 | 4.5% of days | 4.5% of MAX_TWEETS
Fetched 52/1156 | 4.5% of days | 4.5% of MAX_TWEETS
Fetched 52/1156 | 4.5% of days | 4.5% of MAX_TWEETS
Fetched 53/1156 | 4.6% of days | 4.5% of MAX_TWEETS
Fetched 53/1156 | 4.6% of days | 4.5% of MAX_TWEETS
Fetched 53/1156 | 4.6% of days | 4.5% of MAX_TWEETS
Fetched 53/1156 | 4.6% of days | 4.5% of MAX_TWEETS
Fetched 53/1156 | 4.6% of days | 4.6% of MAX_TWEETS
Fetched 53/1156 | 4.6% of days | 4.6% of MAX_TWEETS
Fetched 54/1156 | 4.7% of days | 4.6% of MAX_TWEETS
Fetched 54/1156 | 4.7% of days | 4.6% of MAX_TWEETS
Fetched 54/1156 | 4.7% of days | 4.6% of MAX_TWEETS
Fetched 55/1156 | 4.8% of days | 4.6% of MAX_TWEETS
Fetched 55/1156 | 4.8% of days | 4.6% of MAX_TWEETS
Fetched 55/1156 | 4.8% of days | 4.6% of MAX_TWEETS
Rate limit exceeded. Sleeping for 332 seconds.
Fetched 56/1156 | 4.8% of days | 4.6% of MAX_TWEETS
Fetched 56/1156 | 4.8% of days | 4.6% of MAX_TWEETS
Fetched 56/1156 | 4.8% of days | 4.7% of MAX_TWEETS
Fetched 57/1156 | 4.9% of days | 4.7% of MAX_TWEETS
Fetched 57/1156 | 4.9% of days | 4.7% of MAX_TWEETS
Fetched 58/1156 | 5.0% of days | 4.7% of MAX_TWEETS
Fetched 58/1156 | 5.0% of days | 4.7% of MAX_TWEETS
Fetched 59/1156 | 5.1% of days | 4.7% of MAX_TWEETS
Fetched 59/1156 | 5.1% of days | 4.7% of MAX_TWEETS
Fetched 60/1156 | 5.2% of days | 4.7% of MAX_TWEETS
Fetched 60/1156 | 5.2% of days | 4.7% of MAX_TWEETS
Fetched 61/1156 | 5.3% of days | 4.7% of MAX_TWEETS
Fetched 61/1156 | 5.3% of days | 4.8% of MAX_TWEETS
Fetched 61/1156 | 5.3% of days | 4.8% of MAX_TWEETS
Fetched 61/1156 | 5.3% of days | 4.8% of MAX_TWEETS
Fetched 62/1156 | 5.4% of days | 4.8% of MAX_TWEETS
Fetched 62/1156 | 5.4% of days | 4.8% of MAX_TWEETS
Fetched 63/1156 | 5.4% of days | 4.8% of MAX_TWEETS
Fetched 63/1156 | 5.4% of days | 4.8% of MAX_TWEETS
Fetched 63/1156 | 5.4% of days | 4.8% of MAX_TWEETS
Fetched 64/1156 | 5.5% of days | 4.8% of MAX_TWEETS
Fetched 64/1156 | 5.5% of days | 4.8% of MAX_TWEETS
Fetched 64/1156 | 5.5% of days | 4.8% of MAX_TWEETS
Fetched 64/1156 | 5.5% of days | 4.9% of MAX_TWEETS
Fetched 65/1156 | 5.6% of days | 4.9% of MAX_TWEETS
Fetched 65/1156 | 5.6% of days | 4.9% of MAX_TWEETS
Fetched 65/1156 | 5.6% of days | 4.9% of MAX_TWEETS
Fetched 65/1156 | 5.6% of days | 4.9% of MAX_TWEETS
Fetched 65/1156 | 5.6% of days | 4.9% of MAX_TWEETS
Fetched 66/1156 | 5.7% of days | 4.9% of MAX_TWEETS
Fetched 66/1156 | 5.7% of days | 4.9% of MAX_TWEETS
Fetched 66/1156 | 5.7% of days | 4.9% of MAX_TWEETS
Fetched 67/1156 | 5.8% of days | 4.9% of MAX_TWEETS
Fetched 67/1156 | 5.8% of days | 4.9% of MAX_TWEETS
Fetched 67/1156 | 5.8% of days | 5.0% of MAX_TWEETS
Fetched 67/1156 | 5.8% of days | 5.0% of MAX_TWEETS
Fetched 68/1156 | 5.9% of days | 5.0% of MAX_TWEETS
Fetched 68/1156 | 5.9% of days | 5.0% of MAX_TWEETS
Fetched 68/1156 | 5.9% of days | 5.0% of MAX_TWEETS
Fetched 68/1156 | 5.9% of days | 5.0% of MAX_TWEETS
Fetched 68/1156 | 5.9% of days | 5.0% of MAX_TWEETS
Fetched 68/1156 | 5.9% of days | 5.0% of MAX_TWEETS
Fetched 68/1156 | 5.9% of days | 5.0% of MAX_TWEETS
Fetched 68/1156 | 5.9% of days | 5.0% of MAX_TWEETS
Fetched 69/1156 | 6.0% of days | 5.1% of MAX_TWEETS
Fetched 69/1156 | 6.0% of days | 5.1% of MAX_TWEETS
Fetched 69/1156 | 6.0% of days | 5.1% of MAX_TWEETS
Fetched 69/1156 | 6.0% of days | 5.1% of MAX_TWEETS
Fetched 69/1156 | 6.0% of days | 5.1% of MAX_TWEETS
Fetched 69/1156 | 6.0% of days | 5.1% of MAX_TWEETS
Fetched 69/1156 | 6.0% of days | 5.1% of MAX_TWEETS
Fetched 70/1156 | 6.1% of days | 5.1% of MAX_TWEETS
Fetched 70/1156 | 6.1% of days | 5.1% of MAX_TWEETS
Fetched 71/1156 | 6.1% of days | 5.1% of MAX_TWEETS
Fetched 71/1156 | 6.1% of days | 5.2% of MAX_TWEETS
Fetched 71/1156 | 6.1% of days | 5.2% of MAX_TWEETS
Fetched 72/1156 | 6.2% of days | 5.2% of MAX_TWEETS
Fetched 72/1156 | 6.2% of days | 5.2% of MAX_TWEETS
Fetched 72/1156 | 6.2% of days | 5.2% of MAX_TWEETS
Fetched 72/1156 | 6.2% of days | 5.2% of MAX_TWEETS
Fetched 72/1156 | 6.2% of days | 5.2% of MAX_TWEETS
Fetched 72/1156 | 6.2% of days | 5.2% of MAX_TWEETS
Fetched 73/1156 | 6.3% of days | 5.2% of MAX_TWEETS
Fetched 73/1156 | 6.3% of days | 5.2% of MAX_TWEETS
Fetched 73/1156 | 6.3% of days | 5.2% of MAX_TWEETS
Fetched 73/1156 | 6.3% of days | 5.3% of MAX_TWEETS
Fetched 74/1156 | 6.4% of days | 5.3% of MAX_TWEETS
Fetched 74/1156 | 6.4% of days | 5.3% of MAX_TWEETS
Fetched 74/1156 | 6.4% of days | 5.3% of MAX_TWEETS
Fetched 74/1156 | 6.4% of days | 5.3% of MAX_TWEETS
Fetched 74/1156 | 6.4% of days | 5.3% of MAX_TWEETS
Fetched 74/1156 | 6.4% of days | 5.3% of MAX_TWEETS
Fetched 75/1156 | 6.5% of days | 5.3% of MAX_TWEETS
Fetched 75/1156 | 6.5% of days | 5.3% of MAX_TWEETS
Fetched 75/1156 | 6.5% of days | 5.3% of MAX_TWEETS
Fetched 75/1156 | 6.5% of days | 5.4% of MAX_TWEETS
Fetched 75/1156 | 6.5% of days | 5.4% of MAX_TWEETS
Fetched 76/1156 | 6.6% of days | 5.4% of MAX_TWEETS
Fetched 76/1156 | 6.6% of days | 5.4% of MAX_TWEETS
Fetched 76/1156 | 6.6% of days | 5.4% of MAX_TWEETS
Fetched 76/1156 | 6.6% of days | 5.4% of MAX_TWEETS
Fetched 76/1156 | 6.6% of days | 5.4% of MAX_TWEETS
Fetched 76/1156 | 6.6% of days | 5.4% of MAX_TWEETS
Fetched 77/1156 | 6.7% of days | 5.4% of MAX_TWEETS
Fetched 77/1156 | 6.7% of days | 5.4% of MAX_TWEETS
Fetched 77/1156 | 6.7% of days | 5.5% of MAX_TWEETS
Fetched 77/1156 | 6.7% of days | 5.5% of MAX_TWEETS
Fetched 78/1156 | 6.7% of days | 5.5% of MAX_TWEETS
Fetched 78/1156 | 6.7% of days | 5.5% of MAX_TWEETS
Fetched 78/1156 | 6.7% of days | 5.5% of MAX_TWEETS
Fetched 79/1156 | 6.8% of days | 5.5% of MAX_TWEETS
Fetched 79/1156 | 6.8% of days | 5.5% of MAX_TWEETS
Fetched 79/1156 | 6.8% of days | 5.5% of MAX_TWEETS
Fetched 79/1156 | 6.8% of days | 5.5% of MAX_TWEETS
Fetched 79/1156 | 6.8% of days | 5.5% of MAX_TWEETS
Fetched 80/1156 | 6.9% of days | 5.6% of MAX_TWEETS
Fetched 80/1156 | 6.9% of days | 5.6% of MAX_TWEETS
Fetched 80/1156 | 6.9% of days | 5.6% of MAX_TWEETS
Fetched 80/1156 | 6.9% of days | 5.6% of MAX_TWEETS
Fetched 81/1156 | 7.0% of days | 5.6% of MAX_TWEETS
Fetched 81/1156 | 7.0% of days | 5.6% of MAX_TWEETS
Fetched 81/1156 | 7.0% of days | 5.6% of MAX_TWEETS
Fetched 81/1156 | 7.0% of days | 5.6% of MAX_TWEETS
Fetched 82/1156 | 7.1% of days | 5.6% of MAX_TWEETS
Fetched 82/1156 | 7.1% of days | 5.6% of MAX_TWEETS
Fetched 82/1156 | 7.1% of days | 5.6% of MAX_TWEETS
Fetched 82/1156 | 7.1% of days | 5.7% of MAX_TWEETS
Fetched 82/1156 | 7.1% of days | 5.7% of MAX_TWEETS
Fetched 83/1156 | 7.2% of days | 5.7% of MAX_TWEETS
Fetched 83/1156 | 7.2% of days | 5.7% of MAX_TWEETS
Fetched 83/1156 | 7.2% of days | 5.7% of MAX_TWEETS
Fetched 83/1156 | 7.2% of days | 5.7% of MAX_TWEETS
Fetched 83/1156 | 7.2% of days | 5.7% of MAX_TWEETS
Fetched 84/1156 | 7.3% of days | 5.7% of MAX_TWEETS
Fetched 84/1156 | 7.3% of days | 5.7% of MAX_TWEETS
Fetched 84/1156 | 7.3% of days | 5.7% of MAX_TWEETS
Fetched 84/1156 | 7.3% of days | 5.8% of MAX_TWEETS
Fetched 84/1156 | 7.3% of days | 5.8% of MAX_TWEETS
Fetched 85/1156 | 7.4% of days | 5.8% of MAX_TWEETS
Fetched 85/1156 | 7.4% of days | 5.8% of MAX_TWEETS
Fetched 85/1156 | 7.4% of days | 5.8% of MAX_TWEETS
Fetched 86/1156 | 7.4% of days | 5.8% of MAX_TWEETS
Fetched 86/1156 | 7.4% of days | 5.8% of MAX_TWEETS
Fetched 86/1156 | 7.4% of days | 5.8% of MAX_TWEETS
Fetched 86/1156 | 7.4% of days | 5.8% of MAX_TWEETS
Fetched 87/1156 | 7.5% of days | 5.8% of MAX_TWEETS
Fetched 87/1156 | 7.5% of days | 5.8% of MAX_TWEETS
Fetched 87/1156 | 7.5% of days | 5.9% of MAX_TWEETS
Fetched 87/1156 | 7.5% of days | 5.9% of MAX_TWEETS
Fetched 87/1156 | 7.5% of days | 5.9% of MAX_TWEETS
Fetched 88/1156 | 7.6% of days | 5.9% of MAX_TWEETS
Fetched 88/1156 | 7.6% of days | 5.9% of MAX_TWEETS
Fetched 88/1156 | 7.6% of days | 5.9% of MAX_TWEETS
Fetched 88/1156 | 7.6% of days | 5.9% of MAX_TWEETS
Fetched 88/1156 | 7.6% of days | 5.9% of MAX_TWEETS
Fetched 88/1156 | 7.6% of days | 5.9% of MAX_TWEETS
Fetched 88/1156 | 7.6% of days | 5.9% of MAX_TWEETS
Fetched 89/1156 | 7.7% of days | 6.0% of MAX_TWEETS
Fetched 89/1156 | 7.7% of days | 6.0% of MAX_TWEETS
Fetched 89/1156 | 7.7% of days | 6.0% of MAX_TWEETS
Fetched 89/1156 | 7.7% of days | 6.0% of MAX_TWEETS
Fetched 90/1156 | 7.8% of days | 6.0% of MAX_TWEETS
Fetched 90/1156 | 7.8% of days | 6.0% of MAX_TWEETS
Fetched 90/1156 | 7.8% of days | 6.0% of MAX_TWEETS
Fetched 90/1156 | 7.8% of days | 6.0% of MAX_TWEETS
Fetched 90/1156 | 7.8% of days | 6.0% of MAX_TWEETS
Fetched 90/1156 | 7.8% of days | 6.0% of MAX_TWEETS
Fetched 91/1156 | 7.9% of days | 6.1% of MAX_TWEETS
Fetched 91/1156 | 7.9% of days | 6.1% of MAX_TWEETS
Fetched 91/1156 | 7.9% of days | 6.1% of MAX_TWEETS
Fetched 92/1156 | 8.0% of days | 6.1% of MAX_TWEETS
Fetched 92/1156 | 8.0% of days | 6.1% of MAX_TWEETS
Fetched 92/1156 | 8.0% of days | 6.1% of MAX_TWEETS
Fetched 92/1156 | 8.0% of days | 6.1% of MAX_TWEETS
Fetched 93/1156 | 8.0% of days | 6.1% of MAX_TWEETS
Fetched 93/1156 | 8.0% of days | 6.1% of MAX_TWEETS
Fetched 93/1156 | 8.0% of days | 6.1% of MAX_TWEETS
Fetched 94/1156 | 8.1% of days | 6.1% of MAX_TWEETS
Fetched 94/1156 | 8.1% of days | 6.2% of MAX_TWEETS
Fetched 94/1156 | 8.1% of days | 6.2% of MAX_TWEETS
Fetched 95/1156 | 8.2% of days | 6.2% of MAX_TWEETS
Fetched 95/1156 | 8.2% of days | 6.2% of MAX_TWEETS
Fetched 95/1156 | 8.2% of days | 6.2% of MAX_TWEETS
Fetched 95/1156 | 8.2% of days | 6.2% of MAX_TWEETS
Fetched 96/1156 | 8.3% of days | 6.2% of MAX_TWEETS
Fetched 96/1156 | 8.3% of days | 6.2% of MAX_TWEETS
Fetched 96/1156 | 8.3% of days | 6.2% of MAX_TWEETS
Fetched 96/1156 | 8.3% of days | 6.2% of MAX_TWEETS
Fetched 96/1156 | 8.3% of days | 6.3% of MAX_TWEETS
Fetched 96/1156 | 8.3% of days | 6.3% of MAX_TWEETS
Fetched 97/1156 | 8.4% of days | 6.3% of MAX_TWEETS
Fetched 97/1156 | 8.4% of days | 6.3% of MAX_TWEETS
Fetched 97/1156 | 8.4% of days | 6.3% of MAX_TWEETS
Fetched 97/1156 | 8.4% of days | 6.3% of MAX_TWEETS
Fetched 97/1156 | 8.4% of days | 6.3% of MAX_TWEETS
Fetched 98/1156 | 8.5% of days | 6.3% of MAX_TWEETS
Fetched 98/1156 | 8.5% of days | 6.3% of MAX_TWEETS
Fetched 98/1156 | 8.5% of days | 6.3% of MAX_TWEETS
Fetched 98/1156 | 8.5% of days | 6.3% of MAX_TWEETS
Fetched 99/1156 | 8.6% of days | 6.4% of MAX_TWEETS
Fetched 99/1156 | 8.6% of days | 6.4% of MAX_TWEETS
Fetched 99/1156 | 8.6% of days | 6.4% of MAX_TWEETS
Fetched 99/1156 | 8.6% of days | 6.4% of MAX_TWEETS
Fetched 99/1156 | 8.6% of days | 6.4% of MAX_TWEETS
Fetched 99/1156 | 8.6% of days | 6.4% of MAX_TWEETS
Fetched 100/1156 | 8.7% of days | 6.4% of MAX_TWEETS
Fetched 100/1156 | 8.7% of days | 6.4% of MAX_TWEETS
Fetched 100/1156 | 8.7% of days | 6.4% of MAX_TWEETS
Fetched 100/1156 | 8.7% of days | 6.4% of MAX_TWEETS
Fetched 100/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 100/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 101/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 101/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 101/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 101/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 101/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 101/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 101/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 101/1156 | 8.7% of days | 6.5% of MAX_TWEETS
Fetched 102/1156 | 8.8% of days | 6.6% of MAX_TWEETS
Fetched 102/1156 | 8.8% of days | 6.6% of MAX_TWEETS
Fetched 102/1156 | 8.8% of days | 6.6% of MAX_TWEETS
Fetched 102/1156 | 8.8% of days | 6.6% of MAX_TWEETS
Fetched 102/1156 | 8.8% of days | 6.6% of MAX_TWEETS
Fetched 102/1156 | 8.8% of days | 6.6% of MAX_TWEETS
Fetched 103/1156 | 8.9% of days | 6.6% of MAX_TWEETS
Fetched 103/1156 | 8.9% of days | 6.6% of MAX_TWEETS
Fetched 103/1156 | 8.9% of days | 6.6% of MAX_TWEETS
Fetched 103/1156 | 8.9% of days | 6.6% of MAX_TWEETS
Fetched 103/1156 | 8.9% of days | 6.6% of MAX_TWEETS
Fetched 103/1156 | 8.9% of days | 6.7% of MAX_TWEETS
Fetched 103/1156 | 8.9% of days | 6.7% of MAX_TWEETS
Fetched 104/1156 | 9.0% of days | 6.7% of MAX_TWEETS
Fetched 104/1156 | 9.0% of days | 6.7% of MAX_TWEETS
Fetched 104/1156 | 9.0% of days | 6.7% of MAX_TWEETS
Fetched 104/1156 | 9.0% of days | 6.7% of MAX_TWEETS
Fetched 104/1156 | 9.0% of days | 6.7% of MAX_TWEETS
Fetched 104/1156 | 9.0% of days | 6.7% of MAX_TWEETS
Fetched 104/1156 | 9.0% of days | 6.7% of MAX_TWEETS
Fetched 105/1156 | 9.1% of days | 6.7% of MAX_TWEETS
Fetched 105/1156 | 9.1% of days | 6.8% of MAX_TWEETS
Fetched 105/1156 | 9.1% of days | 6.8% of MAX_TWEETS
Fetched 105/1156 | 9.1% of days | 6.8% of MAX_TWEETS
Fetched 105/1156 | 9.1% of days | 6.8% of MAX_TWEETS
Fetched 105/1156 | 9.1% of days | 6.8% of MAX_TWEETS
Fetched 105/1156 | 9.1% of days | 6.8% of MAX_TWEETS
Fetched 105/1156 | 9.1% of days | 6.8% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.8% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.8% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.8% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.9% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.9% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.9% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.9% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.9% of MAX_TWEETS
Fetched 106/1156 | 9.2% of days | 6.9% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 6.9% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 6.9% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 6.9% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 6.9% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 6.9% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 107/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.0% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.1% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.1% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.1% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.1% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.1% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.1% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.1% of MAX_TWEETS
Fetched 108/1156 | 9.3% of days | 7.1% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.1% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.1% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.2% of MAX_TWEETS
Fetched 109/1156 | 9.4% of days | 7.3% of MAX_TWEETS
Fetched 110/1156 | 9.5% of days | 7.3% of MAX_TWEETS
Fetched 110/1156 | 9.5% of days | 7.3% of MAX_TWEETS
Fetched 110/1156 | 9.5% of days | 7.3% of MAX_TWEETS
Fetched 110/1156 | 9.5% of days | 7.3% of MAX_TWEETS
Fetched 110/1156 | 9.5% of days | 7.3% of MAX_TWEETS
Fetched 110/1156 | 9.5% of days | 7.3% of MAX_TWEETS
Fetched 110/1156 | 9.5% of days | 7.3% of MAX_TWEETS
Fetched 110/1156 | 9.5% of days | 7.3% of MAX_TWEETS
Fetched 111/1156 | 9.6% of days | 7.3% of MAX_TWEETS
Fetched 111/1156 | 9.6% of days | 7.4% of MAX_TWEETS
Fetched 111/1156 | 9.6% of days | 7.4% of MAX_TWEETS
Fetched 111/1156 | 9.6% of days | 7.4% of MAX_TWEETS
Fetched 111/1156 | 9.6% of days | 7.4% of MAX_TWEETS
Fetched 111/1156 | 9.6% of days | 7.4% of MAX_TWEETS
Fetched 112/1156 | 9.7% of days | 7.4% of MAX_TWEETS
Fetched 112/1156 | 9.7% of days | 7.4% of MAX_TWEETS
Fetched 112/1156 | 9.7% of days | 7.4% of MAX_TWEETS
Fetched 112/1156 | 9.7% of days | 7.4% of MAX_TWEETS
Fetched 113/1156 | 9.8% of days | 7.4% of MAX_TWEETS
Fetched 113/1156 | 9.8% of days | 7.4% of MAX_TWEETS
Fetched 113/1156 | 9.8% of days | 7.5% of MAX_TWEETS
Fetched 113/1156 | 9.8% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.5% of MAX_TWEETS
Fetched 114/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Rate limit exceeded. Sleeping for 331 seconds.
Fetched 115/1156 | 9.9% of days | 7.6% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.7% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.7% of MAX_TWEETS
Fetched 115/1156 | 9.9% of days | 7.7% of MAX_TWEETS
Fetched 116/1156 | 10.0% of days | 7.7% of MAX_TWEETS
Fetched 116/1156 | 10.0% of days | 7.7% of MAX_TWEETS
Fetched 116/1156 | 10.0% of days | 7.7% of MAX_TWEETS
Fetched 116/1156 | 10.0% of days | 7.7% of MAX_TWEETS
Fetched 117/1156 | 10.1% of days | 7.7% of MAX_TWEETS
Fetched 117/1156 | 10.1% of days | 7.7% of MAX_TWEETS
